Nr;Mag;KBN;Nazwa art. 1;Nr fabr;Nazwa art. 2;StanDost;Wart;OstRez;Dost;NrProc;Suf;Poz;TOK;CDS;MA Erf.;
1;130;#MEI0;WODOMIERZ AQUARIUS 2,5 R100/40 DN15;M00012;L=110MM;63.000;;1160708;MELE01;14217945;1;4000;STE;SCE;03513;
2;130;#MEI0;CIEPŁOMIERZ MULTICAL MC402 Q=0,6M3/H;402WXXXXX1236PG;L=110MM MONTOWANY NA POWROCIE;60.000;;1160708;MELE01;14217945;1;5000;STE;SCE;03513;
3;130;#MEI0;CIEPŁOMIERZ MULTICAL MC402 Q=1,5M3/H;402WXXXXX4236PG;L=110MM MONTOWANY NA POWROCIE;3.000;;1160708;MELE01;14217945;1;6000;STE;SCE;03513;
4;130;#WAVA;RURA ST RC WODA SDR11 DN40X3.7 (100M);WAVHA;UWAGA-KALK.OD C.ZAKUPU WPISZ KOD;190.000;;1160817;WABU01;14229148;1;1000;SH2;SHA;03630;
5;130;UPCKT315BE;TRÓJNIK PVC KANALIZACYJNY 315x160/87°ZEW;23325;.;1.000;;1150924;MALI01;14138813;1;1000;SH2;SHA;03630;
6;130;#FNS;WŁAZ KANAŁOWY D400 Z WENTYLACJĄ;89480121;Z WYPEŁNIENIEM BETONOWYM DN680;5.000;;1160722;FAKO01;14142039;1;1000;SH2;SHB;03511;
7;130;#FNS;WŁAZ KANAŁOWY D400 BEZ WENTYLACJI;8948551;Z WYPEŁNIENIEM BETONOWYM DN680 Z ZAB.;10.000;;1151012;FAKO01;14142039;1;2000;SH2;SHB;03511;
8;130;#FNS;POKRYWA WŁAZU D400 BEZ WENTYLACJI;8948551P;BETON DN680;40.000;;1151012;FAKO01;14142039;1;5000;SH2;SHB;03511;
9;130;#FNS;POKRYWA WŁAZU D400 BEZ WENTYLACJI;8947551P;ŻELIWO DN680;20.000;;1160722;FAKO01;14142039;1;6000;SH2;SHB;03511;
10;130;#FNS;PALETA DREWNIANA;FNS;UWAGA-KALK.OD C.ZAKUPU WPISZ KOD;25.000;;1160816;FAKO01;14142039;1;9000;SH2;SHB;03511;
11;130;#AVKAB;HYDRANT NADZIEMNY  ZABEZPIECZENIE;84-080-93-31101010;84/93-N7 DN80 RD1250;1.000;;1160225;AVPN01;14182030;1;45000;SH2;SHA;03630;
12;130;JFHN800408125;HYDRANT NADZIEMNY DN80 RD=1250MM;8004008022;ŁAMANY POJ. ZAMK. NR KAT. 8004 GGG40;4.000;;1160518;JAJA01;14204743;1;33000;SH2;SHA;03630;
13;130;JFPALETA;PALETA 1200x800;PALETA;;1.000;;1160518;JAJA01;14204743;1;52000;SH2;SHA;03630;
14;130;JFPRZEKLADKAL;PRZEKŁADKA ŁADUNKOWA - DYBY DO HYDRANTÓW;PRZEKLADKAL;;2.000;;1160518;JAJA01;14204743;1;53000;SH2;SHA;03630;
15;130;GEMSCRU19457;RURA 42x1,5 OCYNKOWANA DWUSTRONNIE 6M;19457;C-STAHL MAPRESS STAL WĘGLOWA WIĄZKA 30M;108.000;;1160620;GEWA01;14210668;1;2000;STC;SCC;03510;
16;130;KGBDKOD;KONSTRUKCJA OCHRONNA Z DREWNA;KGBKOD;;5.000;;1160707;KEHA04;14218579;1;19000;SH2;SHA;03630;
17;130;KGBDSM1;SMAR KERAMO 1KG;KGSM1KG;;3.000;;1160707;KEHA04;14218579;1;20000;SH2;SHA;03630;
18;130;UPCKRL400SD;RURA PVC KANALIZACYJNA 400x3000 LITA SN8;226028;(S);3.000;;1160708;MALI01;14219811;1;1000;SH2;SHA;03631;
19;130;ACG006000;KORPUS G100 100CM T0.0;06000;;5.000;;1160930;ACLE01;14245462;1;1000;STC;SCC;03727;
20;130;ACG006336;SKRZYNKA G100 ODPŁYWOWA EK37 Z KOSZEM;06336;OSADCZYM;1.000;;1160930;ACLE01;14245462;1;2000;STC;SCC;03727;
21;130;ACO006305;RUSZT G100 KRAT.OCYNK 100CM KL.B;06305;;5.000;;1160930;ACLE01;14245462;1;3000;STC;SCC;03727;
22;130;ACG006306;RUSZT GALA OCYNK.KRATOWY 30x20 KL.B;06306;L=0.5;1.000;;1160930;ACLE01;14245462;1;4000;STC;SCC;03727;
23;130;ACG006308;MOCOWANIE DO RUSZTÓW 6305 6306;06308;;11.000;;1160930;ACLE01;14245462;1;5000;STC;SCC;03727;
24;130;UPCKR250NC;RURA PVC KANALIZACYJNA 250x2000 ZEW SN4;24020;(N);3.000;;1161024;MALI01;14252245;1;1000;STC;SCC;03510;
25;130;UPCKR250ND;RURA PVC KANALIZACYJNA 250x3000 ZEW SN4;24023;(N);4.000;;1161024;MALI01;14252245;1;2000;STC;SCC;03510;
26;130;KGBT20A20A4;TRÓJNIK KAMIONKOWY 45° 200/200/F/F;KGBT2020FFC;32/32/kN/m KL.160/160;1.000;;1161122;KEHA04;14263328;1;1000;SH2;SHA;03630;
27;130;#FNS;WŁAZ KANAŁOWY D400 Z WENTYLACJĄ;8947441;ŻELWINY DN680;5.000;;1161124;FAKO01;14265790;1;1000;SH2;SHB;03630;
28;130;*ROT1;EKSPANDER A1 Z RĘKOJEŚCIĄ 35-42-54-64-76;;-108 MM;1.000;;1130320;ROWA01;10453998;1;1000;SXF;SCF;03740;
29;130;CNHDEV9920;GRZEJNIK COSMO 30V 900x 920 (1893W);F1G3009009200000;PŁYTOWY HIGIENICZNY;1.000;;1150423;VNWA01;14094742;1;2000;STC;SCC;03748;
30;130;#FU1;POŁĄCZENIE KIELICHA RURY KAMIONKOWEJ;KGUSM150K_0020;DN/OD 160 Z USZCZELKĄ;5.000;;1151116;FUPR01;14154924;1;1000;SH2;SHA;03511;
31;130;CLAOWP160EW;OBUDOWA DO WANNY PROSTOKĄTNEJ CLASSIC160;620011005001000;BIAŁA EW;1.000;;1150309;SAST01;14086448;1;2000;STX;STX;03679;
32;130;CONELOPUK30028;CONEL PUR KOLANO 30/ 28MM (3/4");120273;;8.000;;1150331;IZCM02;14092854;1;1000;STB;SCB;03740;
33;130;CONELOPUK30044;CONEL PUR KOLANO 30/ 44MM (11/4");120281;;10.000;;1150401;IZCM02;14092854;1;2000;STB;SCB;03740;
34;130;CONELOPUK30050;CONEL PUR KOLANO 30/ 50MM (11/2");120285;;20.000;;1150331;IZCM02;14092854;1;3000;STB;SCB;03740;
35;130;OSCVWKAWK;POKRYWA AWK (DO KONSOLI WK10,13);AZ1MW00010001000;;4.000;;1150409;VNWA01;14094786;1;12000;STC;SCC;03748;
36;130;#MAKL;ŁĄCZNIK RK Z ZABEZPIECZENIEM 159-194;MAKL;UWAGA-KALK.OD C.ZAKUPU WPISZ KOD;2.000;;1160226;MALO01;14182030;1;55000;SH2;SHA;03630;
37;130;CN22KV4001120;GRZEJNIK COSMO 22KV 400x1120 (1520W);F1G2204011210000;PŁYTOWY;1.000;;1160922;VNWA01;14239085;1;1000;STB;SCB;03740;
38;130;CN22KV4001120;GRZEJNIK COSMO 22KV 400x1120 (1520W);F1G2204011210000;PŁYTOWY;2.000;;1161124;VNWA01;14264711;1;3000;STE;SCE;03675;
39;130;CN33KV3002000;GRZEJNIK COSMO 33KV 300x2000 (3122W);F1G3303020010000;PŁYTOWY;1.000;;1160408;VNWA01;14191391;1;94000;STE;SCE;03513;
40;130;CN22KV3002800;GRZEJNIK COSMO 22KV 300x2800 (3066W);F1G2203028010000;PŁYTOWY;1.000;;1160414;VNWA01;14191391;1;129000;STE;SCE;03513;
41;130;#QQK;TRÓJNIK TŁOCZNY SPIRO T 2x400/400 PEŁNY;;UWAGA-KALK.OD C.ZAKUPU;5.000;;1141024;DEDO01;14052657;1;1000;SXC;SCC;03748;
42;130;KASKB9060100;KOLANO SPAL-POW TURBO 90°  60/100;812060001;WADEX MALOWANE BIAŁE;9.000;;1151008;WAWR01;14140207;1;4000;STC;SCC;03754;
43;130;TURKB4560100;KOLANO SPAL-POW TURBO 45°  60/100;816060001;WADEX MALOWANE BIAŁE;8.000;;1151008;WAWR01;14140207;1;5000;STC;SCC;03754;
44;130;CONELOPUK40090;CONEL PUR KOLANO 40/ 90MM (3");120300;;1.000;;1160623;IZCM02;14214199;1;1000;STC;SCC;03510;
45;130;CONELOPU40090;CONEL PUR OTULINA 40/ 90MM (3");112252506;;5.000;;1160623;IZCM02;14214199;1;2000;STC;SCC;03510;
46;130;#TMGR4;GRZEJNIK ŁAZ.TRIGA 1300*380;WGTRG130038KMGRZX;KOLOR METALLIC GRAY;PODŁĄCZENIE ZX;1.000;;1161118;TEGD01;14255247;1;1000;SXB;SCB;03332;
47;130;#TMGR4;GRZEJNIK ŁAZ.ANGUS V 1300*440;WGANG130044KMBEZX;KOLOR METALLIC BEIGE;PODŁĄCZENIE ZX;1.000;;1161118;TEGD01;14255247;1;2000;SXB;SCB;03332;
48;130;CONELOPUK40078;CONEL PUR KOLANO 40/ 78MM (21/2");120296;;10.000;;1150721;IZCM02;14120229;1;2000;STA;SCA;03826;
49;130;CVVHV341407;GRZEJNIK VONARIS VHV 34 142x 700  (735W);F863401407011000;KONWEKTOROWY BEZ ZAWIESZEK;2.000;;1150423;VNWA01;14094786;1;5000;STC;SCC;03748;
50;130;DWWKIT90180;TRÓJNIK DWWK INVEST 90° 180/225;3571800007;WADEX SPALINOWY;1.000;;1160912;WAWR01;14225088;1;12000;STE;SCE;03675;
51;130;CN21KV500520;GRZEJNIK COSMO 21KV 500x 520  (638W);F1G2105005210000;PŁYTOWY;1.000;;1160922;VNWA01;14239072;1;4000;STB;SCB;03740;
52;130;CN21KV900520;GRZEJNIK COSMO 21KV 900x 520  (969W);F1G2109005210000;PŁYTOWY;1.000;;1160922;VNWA01;14239072;1;5000;STB;SCB;03740;
53;130;CN21KV900520;GRZEJNIK COSMO 21KV 900x 520  (969W);F1G2109005210000;PŁYTOWY;1.000;;1160922;VNWA01;14239078;1;1000;STB;SCB;03740;
54;130;CN21KV500520;GRZEJNIK COSMO 21KV 500x 520  (638W);F1G2105005210000;PŁYTOWY;1.000;;1160922;VNWA01;14239078;1;2000;STB;SCB;03740;
55;130;OSCVWK10M;KONSOLA ŚCIENNA WK10-M;AZ1BW000110010A0;;5.000;;1161117;VNWA01;14259184;1;3000;SXB;SCB;03740;
56;130;CNHD62200;GRZEJNIK COSMO 20 600x2200 (2277W);F1E2006022000000;PŁYTOWY HIGIENICZNY;2.000;;1150414;VNWA01;14094786;1;6000;STC;SCC;03748;
57;130;#VC3;ZAWÓR KOMPAKTOWY Z GŁOWICĄ CHROM;118210300000099;[Nr zam. 01914];2.000;;1151211;HELE01;14143094;1;4000;STX;STX;03332;
58;130;#VC3;ZŁĄCZKA ZACISKOWA 1/2"GZ PEX 14*2MM;118220500000000;;4.000;;1151211;HELE01;14143094;1;5000;STX;STX;03332;
59;130;#HUKN;DRZWI SKRZYDŁOWE ENJOY LEWE SZKŁO CZYSTE;4T0110087322;PROFIL SREBRNY MATOWY 1200;1.000;;1160623;HUPO01;14211310;1;2000;TMP;TMP;03332;
60;130;CONELOPU30044;CONEL PUR OTULINA 30/ 44MM (11/4");112232506;;252.000;;1160621;IZCM02;14213609;1;3000;STC;SCC;03510;
61;130;WBRE50C;RURA PE-XA EVALPEX 50x4.6     6M S5.0;1008940;DO CWU I CO;6.000;;1160715;UPSO01;14221111;1;3000;SXC;SCC;03510;
62;130;ALR11000C;ZASOBNIK AL 1000/R KL.C BIAŁY;7844700;STORATHERM AQUA LOAD 1 OTWÓR REWIZYJNY;2.000;;1160727;REWA01;14222420;1;4000;SXB;SCB;03514;
63;130;GEMSCRU19456;RURA 35x1,5 OCYNKOWANA DWUSTRONNIE 6M;19456;C-STAHL MAPRESS STAL WĘGLOWA WIĄZKA 60M;6.000;;1160804;GEWA01;14224649;1;2000;STE;SCE;03675;
64;130;CN22K3001800;GRZEJNIK COSMO 22K 300x1800 (1971W);F1E2203018010000;PŁYTOWY;1.000;;1160805;VNWA01;14224822;1;23100;STE;SCE;03675;
65;130;CN22K3002200;GRZEJNIK COSMO 22K 300x2200 (2409W);F1E2203022010000;PŁYTOWY;1.000;;1160805;VNWA01;14225429;1;4000;STE;SCE;03675;
66;130;FREEKN3082SBW0;KABINA PROSTOKĄTNA FREE LINE 80x120x195;600260066042401;CHROM-SR.BŁYSZ/SZ.W0 GLASS.PROT (D+ŚC.);1.000;;1160816;SAST01;14227643;1;4000;STA;SCA;03826;
67;130;CN33KV6001320;GRZEJNIK COSMO 33KV 600x1320 (3238W);F1G3306013210000;PŁYTOWY;14.000;;1160826;VNWA01;14230551;1;1000;STA;SCA;03826;
68;130;CNB2221060;GRZEJNIK COSMO 22 2100x600 (2503W);F252221006011G00;PŁYTOWY PIONOWY PODŁĄCZENIE ŚRODKOWE;1.000;;1161202;VNWA01;14258667;1;1000;SXE;SCE;03513;
69;130;KINSWINVP40012;STUDNIA WODOMIERZOWA DN400 H1200;20081;POLIURETAN;1.000;;1161108;KAPS01;14259181;1;1000;SH2;SHA;03630;
70;130;#HUKN;ENJOY PURE DRZWI ZE STAŁ.SEGM.100CM;4T0209092322;PRAWE CHROM SZKŁ. ANTIPALQUE PRZEŹ.;1.000;;1161129;HUPO01;14260430;1;2000;STE;SCE;03675;
71;130;#HUKN;ENJOY PURE ŚCIANKA BOCZNA DO DRZWI ZE ST;4T1613092322;SEGM. 80CM CHROM SZKŁO PRZEŹ. ANTIPLAQ;1.000;;1161129;HUPO01;14260430;1;3000;STE;SCE;03675;
72;130;L240C;KOCIOŁ LOGOBLOC L 240C 200-240KW OLEJOWO;632959;-GAZOWY Z ISR (+/53752) STALOWY BROTJE;1.000;;1161201;BRRA01;14261412;1;1000;STE;SCE;03675;
73;130;ENCDSE9SPCA;DRZWI SKRZYDŁO 900x190 ENA C DO SCIANKI;A23102069322;SREBR. POŁ./KLAR ANTY-PL.;1.000;;1161129;HUPO01;14262008;1;2000;STE;SCE;03648;
74;130;GEMSERU39248;RURA 54x1,5 STAL SZLACHETNA MAPRESS 6M;39248;1.4521;60.000;;1161125;GEWA01;14262878;1;1000;STB;SCB;03737;
75;130;GEMSERU39247;RURA 42x1,5 STAL SZLACHETNA MAPRESS 6M;39247;1.4521;60.000;;1161125;GEWA01;14262878;1;2000;STB;SCB;03737;
76;130;GEMSERU39246;RURA 35x1,5 STAL SZLACHETNA MAPRESS 6M;39246;1.4521;90.000;;1161125;GEWA01;14262878;1;3000;STB;SCB;03737;
77;130;GEMSERU39245;RURA 28x1,2 STAL SZLACHETNA MAPRESS 6M;39245;1.4521;30.000;;1161125;GEWA01;14262878;1;4000;STB;SCB;03737;
78;130;GEMSERU39244;RURA 22x1,2 STAL SZLACHETNA MAPRESS 6M;39244;1.4521;60.000;;1161125;GEWA01;14262878;1;5000;STB;SCB;03737;
79;130;GEMSERU39242;RURA 15x1 STAL SZLACHETNA MAPRESS 6M;39242;1.4521;120.000;;1161125;GEWA01;14262878;1;7000;STB;SCB;03737;
80;130;GEMSERE32324;REDUKCJA 54x42 STAL SZLACHETNA MAPRESS;32324;;2.000;;1161125;GEWA01;14262878;1;8000;STB;SCB;03737;
81;130;GEMSERE32318;REDUKCJA 42x35 STAL SZLACHETNA MAPRESS;32318;;2.000;;1161125;GEWA01;14262878;1;9000;STB;SCB;03737;
82;130;GEMSERE32313;REDUKCJA 35x28 STAL SZLACHETNA MAPRESS;32313;;2.000;;1161125;GEWA01;14262878;1;10000;STB;SCB;03737;
83;130;GEMSERE32306;REDUKCJA 22x18 STAL SZLACHETNA MAPRESS;32306;;2.000;;1161125;GEWA01;14262878;1;12000;STB;SCB;03737;
84;130;GEMSETR31204;TRÓJNIK 18x15x18 STAL SZLACHETNA MAPRESS;31204;;3.000;;1161125;GEWA01;14262878;1;15000;STB;SCB;03737;
85;130;GEMSETR31206;TRÓJNIK 22x15x22 STAL SZLACHETNA MAPRESS;31206;;2.000;;1161125;GEWA01;14262878;1;16000;STB;SCB;03737;
86;130;GEMSETR31209;TRÓJNIK 28x15x28 STAL SZLACHETNA MAPRESS;31209;;1.000;;1161125;GEWA01;14262878;1;17000;STB;SCB;03737;
87;130;GEMSETR31220;TRÓJNIK 42x35x42 STAL SZLACHETNA;31220;MAPRESS;1.000;;1161125;GEWA01;14262878;1;18000;STB;SCB;03737;
88;130;GEMSETR31225;TRÓJNIK 54x35x54 STAL SZLACHETNA;31225;MAPRESS;3.000;;1161125;GEWA01;14262878;1;19000;STB;SCB;03737;
89;130;GEMSETR31226;TRÓJNIK 54x42x54 STAL SZLACHETNA;31226;MAPRESS;2.000;;1161125;GEWA01;14262878;1;20000;STB;SCB;03737;
90;130;GEMSETR31218;TRÓJNIK 42x22x42 STAL SZLACHETNA;31218;MAPRESS;5.000;;1161125;GEWA01;14262878;1;22000;STB;SCB;03737;
91;130;GEMSETR31214;TRÓJNIK 35x22x35 STAL SZLACHETNA;31214;MAPRESS;7.000;;1161125;GEWA01;14262878;1;23000;STB;SCB;03737;
92;130;GEMSEMU32002;MUFA 15 STAL SZLACHETNA MAPRESS;32002;;32.000;;1161125;GEWA01;14262878;1;24000;STB;SCB;03737;
93;130;GEMSEMU32003;MUFA 18 STAL SZLACHETNA MAPRESS;32003;;10.000;;1161125;GEWA01;14262878;1;25000;STB;SCB;03737;
94;130;GEMSEMU32004;MUFA 22 STAL SZLACHETNA MAPRESS;32004;;10.000;;1161125;GEWA01;14262878;1;26000;STB;SCB;03737;
95;130;GEMSEMU32005;MUFA 28 STAL SZLACHETNA MAPRESS;32005;;6.000;;1161125;GEWA01;14262878;1;27000;STB;SCB;03737;
96;130;GEMSEMU32007;MUFA 42 STAL SZLACHETNA MAPRESS;32007;;10.000;;1161125;GEWA01;14262878;1;29000;STB;SCB;03737;
97;130;GEMSEMU32008;MUFA 54 STAL SZLACHETNA MAPRESS;32008;;12.000;;1161125;GEWA01;14262878;1;30000;STB;SCB;03737;
98;130;GEMSEKO30102;KOLANO 90° 15 STAL SZLACHETNA MAPRESS;30102;;45.000;;1161125;GEWA01;14262878;1;31000;STB;SCB;03737;
99;130;GEMSEKO30104;KOLANO 90° 22 STAL SZLACHETNA MAPRESS;30104;;3.000;;1161125;GEWA01;14262878;1;33000;STB;SCB;03737;
100;130;GEMSEKO30105;KOLANO 90° 28 STAL SZLACHETNA MAPRESS;30105;;20.000;;1161125;GEWA01;14262878;1;34000;STB;SCB;03737;
101;130;GEMSEKO31106;KOLANO 90° 35 STAL SZLACHETNA MAPRESS;31106;;55.000;;1161125;GEWA01;14262878;1;35000;STB;SCB;03737;
102;130;GEMSEKO31107;KOLANO 90° 42 STAL SZLACHETNA MAPRESS;31107;;20.000;;1161125;GEWA01;14262878;1;36000;STB;SCB;03737;
103;130;GEMSEKO31108;KOLANO 90° 54 STAL SZLACHETNA MAPRESS;31108;;12.000;;1161125;GEWA01;14262878;1;37000;STB;SCB;03737;
104;130;GEMSEZL31703;ZŁĄCZKA  15x1/2" GZ STAL SZLACHETNA;31703;MAPRESS;16.000;;1161125;GEWA01;14262878;1;38000;STB;SCB;03737;
105;130;GEMSEZL31707;ZŁĄCZKA 22x3/4" GZ STAL SZLACHETNA;31707;MAPRESS;14.000;;1161125;GEWA01;14262878;1;39000;STB;SCB;03737;
106;130;GEMSEZL31709;ZŁĄCZKA 35x11/4" GZ STAL SZLACHETNA;31709;MAPRESS;12.000;;1161125;GEWA01;14262878;1;40000;STB;SCB;03737;
107;130;GEMSEZL31710;ZŁĄCZKA 42x11/2" GZ STAL SZLACHETNA;31710;MAPRESS;2.000;;1161125;GEWA01;14262878;1;41000;STB;SCB;03737;
108;130;GEMSEZL31711;ZŁĄCZKA 54x2" GZ STAL SZLACHETNA;31711;MAPRESS;2.000;;1161125;GEWA01;14262878;1;42000;STB;SCB;03737;
109;130;GEMSEZL31802;ZŁĄCZKA 15x1/2" GW STAL SZLACHETNA;31802;MAPRESS;9.000;;1161125;GEWA01;14262878;1;43000;STB;SCB;03737;
110;130;GEMSEZL31811;ZŁĄCZKA 35x11/4" GW STAL SZLACHETNA;31811;MAPRESS;7.000;;1161125;GEWA01;14262878;1;44000;STB;SCB;03737;
111;130;GEMSEZL31814;ZŁĄCZKA 42x11/2" GW STAL SZLACHETNA;31814;MAPRESS;2.000;;1161125;GEWA01;14262878;1;45000;STB;SCB;03737;
112;130;GEMSEZL31818;ZŁĄCZKA 54x2" GW STAL SZLACHETNA;31818;MAPRESS;1.000;;1161125;GEWA01;14262878;1;46000;STB;SCB;03737;
113;130;GEMSETR31213;TRÓJNIK 35x18x35 STAL SZLACHETNA;31213;MAPRESS;2.000;;1161125;GEWA01;14262878;1;48000;STB;SCB;03737;
114;130;GEMSCTR21231;TRÓJNIK 90° 76,1x35x76,1 C-STAHL;21231;MAPRESS STAL WĘGLOWA;4.000;;1161125;GEWA01;14262889;1;3000;STB;SCB;03737;
115;130;GEMSCTR21229;TRÓJNIK 90° 66,7x54x66,7 C-STAHL;21229;MAPRESS STAL WĘGLOWA;2.000;;1161125;GEWA01;14262889;1;4000;STB;SCB;03737;
116;130;GEMSCTR21229;TRÓJNIK 90° 66,7x54x66,7 C-STAHL;21229;MAPRESS STAL WĘGLOWA;2.000;;1161125;GEWA01;14262889;1;5000;STB;SCB;03737;
117;130;GEMSCTR21219;TRÓJNIK 90° 42x28x42  C-STAHL;21219;MAPRESS STAL WĘGLOWA;8.000;;1161125;GEWA01;14262889;1;7000;STB;SCB;03737;
118;130;GEMSCRE22339;REDUKCJA 88,9x76,1 C-STAHL;22339;MAPRESS STAL WĘGLOWA;2.000;;1161125;GEWA01;14262889;1;12000;STB;SCB;03737;
119;130;GEMSCRE22327;REDUKCJA 66,7x54 C-STAHL;22327;MAPRESS STAL WĘGLOWA;2.000;;1161125;GEWA01;14262889;1;14000;STB;SCB;03737;
120;130;GEMSCRE22324;REDUKCJA 54x42 C-STAHL;22324;MAPRESS STAL WĘGLOWA;2.000;;1161125;GEWA01;14262889;1;15000;STB;SCB;03737;
121;130;GEMSCZL21712;ZŁĄCZKA 66,7x2 1/2" GZ C-STAHL;21712;MAPRESS STAL WĘGLOWA;4.000;;1161125;GEWA01;14262889;1;22000;STB;SCB;03737;
122;130;GEMSCRU29210;RURA 88,9x2,0 OCYNKOWANA ZEWNĘTRZNIE 6M;29210;C-STAHL MAPRESS STAL WĘGLOWA;30.000;;1161125;GEWA01;14262889;1;29000;STB;SCB;03737;
123;130;GEMSCRU29209;RURA 76,1x2,0 OCYNKOWANA ZEWNĘTRZNIE 6M;29209;C-STAHL MAPRESS STAL WĘGLOWA;42.000;;1161125;GEWA01;14262889;1;30000;STB;SCB;03737;
124;130;GEMSCRU29208;RURA 66,7x1.5 OCYNKOWANA ZEWNĘTRZNIE 6M;29208;C-STAHL MAPRESS STAL WĘGLOWA WIĄZKA 6M;54.000;;1161125;GEWA01;14262889;1;31000;STB;SCB;03737;
125;130;GEMSCMU22009;MUFA 76,1 C-STAHL MAPRESS STAL WĘGLOWA;22009;;4.000;;1161125;GEWA01;14262889;1;39000;STB;SCB;03737;
126;130;GEMSCMU22012;MUFA 66,7 C-STAHL MAPRESS STAL WĘGLOWA;22012;;6.000;;1161125;GEWA01;14262889;1;40000;STB;SCB;03737;
127;130;GEMSCKO20109;KOLANO 90° 76,1 C-STAHL;20109;MAPRESS STAL WĘGLOWA;1.000;;1161125;GEWA01;14262889;1;48000;STB;SCB;03737;
128;130;GEMSCKO20112;KOLANO 90° 66,7 C-STAHL;20112;MAPRESS STAL WĘGLOWA;11.000;;1161125;GEWA01;14262889;1;49000;STB;SCB;03737;
129;130;UCP3RU16200;RURA PERT/AL/PERT 16x2.0  200M WIELOW.;1084021;MP3;8000.000;;1161206;UPSO01;14269110;1;1000;STE;SCE;03513;
130;130;UCP3RU20100;RURA PERT/AL/PERT 20x2.25 100M WIELOW.;1084022;MP3;1400.000;;1161206;UPSO01;14269110;1;2000;STE;SCE;03513;
131;130;UCP3RU25050;RURA PERT/AL/PERT 25x2.5  50M  WIELOW.;1084023;MP3;600.000;;1161206;UPSO01;14269110;1;3000;STE;SCE;03513;
132;130;UCP3RU32050;RURA PERT/AL/PERT 32x3.0  50M  WIELOW.;1084024;MP3;300.000;;1161206;UPSO01;14269110;1;4000;STE;SCE;03513;
133;130;UCP3ZGZ2015;ZŁĄCZKA GZ 20x1/2" MOSIĄDZ MP3;1083903;;300.000;;1161206;UPSO01;14269110;1;5000;STE;SCE;03513;
134;130;UCPWPP16;KOLANO 90° 16x16 PPSU PRESS;1022714;.;150.000;;1161206;UPSO01;14269110;1;6000;STE;SCE;03513;
135;130;UCPWPP20;KOLANO 90° 20x20 PPSU PRESS;1022715;.;150.000;;1161206;UPSO01;14269110;1;7000;STE;SCE;03513;
136;130;UCPWPP25;KOLANO 90° 25x25 PPSU PRESS;1022716;.;50.000;;1161206;UPSO01;14269110;1;8000;STE;SCE;03513;
137;130;UCPWPP32;KOLANO 90° 32x32 PPSU PRESS;1022717;.;30.000;;1161206;UPSO01;14269110;1;9000;STE;SCE;03513;
138;130;UCPTPP16;TRÓJNIK 16 PPSU PRESS;1022718;.;300.000;;1161206;UPSO01;14269110;1;10000;STE;SCE;03513;
139;130;UCPTPP20;TRÓJNIK 20 PPSU PRESS;1022719;.;300.000;;1161206;UPSO01;14269110;1;11000;STE;SCE;03513;
140;130;UCPTPP25;TRÓJNIK 25 PPSU PRESS;1022720;.;20.000;;1161206;UPSO01;14269110;1;12000;STE;SCE;03513;
141;130;UCPTRPP2016;TRÓJNIK REDUKCYJNY 20x16x20 PPSU PRESS;1022724;.;300.000;;1161206;UPSO01;14269110;1;13000;STE;SCE;03513;
142;130;UCPTRPP201616;TRÓJNIK REDUKCYJNY 20x16x16 PPSU PRESS;1022723;.;180.000;;1161206;UPSO01;14269110;1;14000;STE;SCE;03513;
143;130;UCPTRPP202016;TRÓJNIK REDUKCYJNY 20x20x16 PPSU PRESS;1022725;.;158.000;;1161206;UPSO01;14269110;1;15000;STE;SCE;03513;
144;130;UCPTRPP251620;TRÓJNIK REDUKCYJNY 25x16x20 PPSU PRESS;1022728;.;45.000;;1161206;UPSO01;14269110;1;16000;STE;SCE;03513;
145;130;UCPTRPP252025;TRÓJNIK REDUKCYJNY 25x20x25 PPSU PRESS;1022731;.;100.000;;1161206;UPSO01;14269110;1;17000;STE;SCE;03513;
146;130;UCPTRPP322032;TRÓJNIK REDUKCYJNY 32x20x32 PPSU PRESS;1022733;.;10.000;;1161206;UPSO01;14269110;1;18000;STE;SCE;03513;
147;130;UCP3ZGW1615;ZŁĄCZKA GW 16x1/2" MOSIĄDZ MP3;1083763;;300.000;;1161206;UPSO01;14269110;1;19000;STE;SCE;03513;
148;130;UCP3ZGW2020;ZŁĄCZKA GW 20x3/4" MOSIĄDZ MP3;1083765;;100.000;;1161206;UPSO01;14269110;1;20000;STE;SCE;03513;
149;130;UCP3KNGW1615;KOLANO ŚCIENNE GW 16x1/2" MP3;1083776;;400.000;;1161206;UPSO01;14269110;1;21000;STE;SCE;03513;
150;130;UCP3KNGW2015;KOLANO ŚCIENNE GW 20x1/2" MP3;1083777;;400.000;;1161206;UPSO01;14269110;1;22000;STE;SCE;03513;
151;130;UCPBW16GW;PŁYTKA MONTAŻOWA 75/150MM;1057840;;200.000;;1161206;UPSO01;14269110;1;23000;STE;SCE;03513;
152;130;CNHD9800;GRZEJNIK COSMO 20 900x 800 (1152W);F1E2009008000000;PŁYTOWY HIGIENICZNY;1.000;;1161118;VNWA01;14253061;1;3000;SXB;SCB;03740;
153;130;CN21KV3001000;GRZEJNIK COSMO 21KV 300x1000  (838W);F1G2103010010000;PŁYTOWY;1.000;;1160706;VNWA01;14191391;1;161000;STE;SCE;03513;
